ranking,fund_short_name,fund_company,investment_strategy,lastest_NAV,cumulative_return,recent_month_return,annalized_return,sharpe_ratio,year_rating
248,双隆-聚盈3号,双隆投资,管理期货,"1.3790
2017-10-23",30.80%,4.56%,--,--,4out of 5
249,天成盛世一号,融智天成国际,复合策略,"1.0557
2017-10-27",3.04%,4.56%,--,--,2out of 5
250,国海宏锡量化CTA6号,宏锡基金,管理期货,"1.1875
2017-10-27",18.74%,4.52%,--,--,Not provided
251,凤鸣稳盈量化期权2号,凤鸣投资,相对价值,"1.0300
2017-10-20",-2.70%,4.51%,--,--,Not provided
252,中谦优选1号FOF,中谦资产,组合策略,"1.3057
2017-10-13",27.54%,4.51%,--,--,Not provided
253,正阳1号,明正阳,复合策略,"0.9630
2017-10-13",-4.40%,4.48%,--,--,2out of 5
254,兴盾量化交易1号,兴盾资产,相对价值,"1.0246
2017-10-25",-1.92%,4.46%,--,--,Not provided
255,善境中财信,善境君谦,复合策略,"1.0810
2017-10-20",1.10%,4.44%,--,--,Not provided
256,红枫资产管理1号,新宇资产,管理期货,"1.1924
2017-10-13",168.27%,4.40%,--,--,3out of 5
257,嘉理嘉翼,嘉理资产,相对价值,"1.0530
2017-10-20",4.80%,4.38%,--,--,3out of 5
258,聚圆汇金量化1号,聚圆汇金,管理期货,"1.0590
2017-10-27",9.70%,4.38%,--,--,Not provided
259,和聚基金鹏城1号,和聚基金,宏观策略,"1.2140
2017-10-30",103.81%,4.37%,--,--,5out of 5
260,光环二号,北京光环投资,管理期货,"1.0935
2017-10-27",12.11%,4.34%,--,--,3out of 5
261,幻方欣荣01号,幻方量化,复合策略,"1.5150
2017-10-26",50.30%,4.30%,--,--,5out of 5
262,元普定增11号,元普投资,事件驱动,"1.0106
2017-09-29",1.06%,4.29%,--,--,Not provided
263,永安熠生定增贰拾号,永安基金,事件驱动,"1.0470
2017-10-27",4.70%,4.28%,--,--,Not provided
264,丰年1号,鼎晟投资,相对价值,"1.0769
2017-09-22",7.69%,4.28%,--,--,4out of 5
265,笃道事件驱动,笃道投资,事件驱动,"1.1800
2017-09-29",18.00%,4.28%,--,--,Not provided
266,远志量化对冲1期,恒健远志,相对价值,"1.1026
2017-10-20",8.09%,4.25%,--,--,Not provided
267,最具巴菲特潜力聚越对冲基金12期,宝银创赢,复合策略,"1.0837
2017-10-10",18.00%,4.25%,--,--,2out of 5
268,联海证券投资1期,式勤投资,复合策略,"1.2248
2017-10-27",13.40%,4.22%,--,--,Not provided
269,贤盛道成5号,贤盛投资,复合策略,"1.1807
2017-10-27",9.74%,4.22%,--,--,Not provided
270,通汇证券投资FOF1号,储泉投资,组合策略,"1.0571
2017-10-20",4.17%,4.19%,--,--,Not provided
271,冉昇一号,冲和资产,管理期货,"1.0520
2017-10-27",9.40%,4.19%,--,--,Not provided
272,仙人掌1号,宁波宁聚,相对价值,"1.1836
2017-10-26",18.88%,4.17%,--,--,4out of 5
273,振邦进取一号,振邦投资,管理期货,"1.5520
2017-10-19",55.00%,4.17%,--,--,Not provided
274,凯纳量化3号,凯纳资本,管理期货,"1.1620
2017-10-26",64.49%,4.16%,--,--,3out of 5
275,亚商星纪,星纪资产,复合策略,"1.1269
2017-10-20",14.97%,4.13%,--,--,Not provided
276,达尔文科技(进取),进化论资产,相对价值,"1.1340
2017-10-27",11.30%,4.12%,--,--,Not provided
277,赢华趋势策略,赢华资产,管理期货,"1.0620
2017-10-13",4.10%,4.10%,--,--,Not provided
278,昱玺精选,昱玺投资,复合策略,"1.0870
2017-10-20",6.80%,4.09%,--,--,Not provided
279,宏锡量化CTA3号,宏锡基金,管理期货,"1.1270
2017-10-27",12.22%,4.09%,--,--,Not provided
280,银国达允升八号,银国达资本,复合策略,"0.9485
2017-10-27",-1.10%,4.08%,--,--,2out of 5
281,新方程私募精选E5号,新方程,组合策略,"1.5680
2017-10-25",53.60%,4.06%,--,--,3out of 5
282,鼎元成也量化三期,成也基金,复合策略,"0.9973
2017-10-20",4.80%,4.05%,--,--,Not provided
283,冠军侯2号,杭州塞帕思,相对价值,"1.2813
2017-10-20",33.16%,4.04%,--,--,4out of 5
284,凯纳500,凯纳资本,相对价值,"1.1030
2017-10-26",10.80%,4.04%,--,--,3out of 5
285,进化论FOF一号,进化论资产,组合策略,"1.2170
2017-10-20",23.70%,4.04%,--,--,4out of 5
286,探针多策略一号,探针投资,复合策略,"1.2557
2017-10-20",21.54%,4.02%,--,--,Not provided
287,福鑫量化1期,成也基金,复合策略,"1.0136
2017-10-13",2.26%,4.01%,--,--,Not provided
288,猛虎一号,猛虎投资,复合策略,"1.1283
2017-09-29",26.53%,3.98%,--,--,5out of 5
289,兴业观云蓝天3号,兴佳利业,复合策略,"1.0174
2017-10-27",14.18%,3.97%,--,--,5out of 5
290,庐雍绝对优势9号,庐雍资产,宏观策略,"1.0240
2017-09-29",2.40%,3.96%,--,--,Not provided
291,砥俊宏观对冲2号,砥俊资产,宏观策略,"1.1483
2017-10-20",6.16%,3.95%,--,--,Not provided
292,嘉理嘉翼8号,嘉理资产,相对价值,"1.0090
2017-10-20",0.30%,3.94%,--,--,3out of 5
293,君毓多策略一号,成都肇毓投资,复合策略,"1.0980
2017-10-30",8.60%,3.92%,--,--,Not provided
294,宝盛之思晔量化,世纪基金,复合策略,"1.0890
2017-09-29",8.90%,3.91%,--,--,Not provided
295,新萌投资-亮点2号,新萌投资,管理期货,"1.3165
2017-10-02",31.65%,3.91%,--,--,Not provided
296,嘉创对冲套利一号,嘉创基金,复合策略,"1.0976
2017-10-27",5.37%,3.90%,--,--,Not provided
297,思晔多策略对冲NTMC1号,思晔投资,复合策略,"1.0899
2017-10-20",8.06%,3.90%,--,--,Not provided
298,天励智元,友山基金,相对价值,"0.9850
2017-09-29",-1.50%,3.90%,--,--,2out of 5
299,雄愉沪深港1号,雄愉资本,宏观策略,"1.2556
2017-10-20",18.73%,3.89%,--,--,Not provided
300,璟云多策略量化对冲1号,璟云资产,复合策略,"1.2070
2017-10-20",20.30%,3.89%,--,--,Not provided
301,翼虎成长17期,翼虎投资,复合策略,"1.0531
2017-10-20",2.24%,3.88%,--,--,3out of 5
302,联创永泉定增多策略金马2号,联创永泉资产,事件驱动,"1.1763
2017-10-20",17.27%,3.88%,--,--,Not provided
303,启航CTA一号,然成资管,管理期货,"1.0304
2017-10-27",3.52%,3.85%,--,--,Not provided
304,雄愉股债互换策略1号,雄愉资本,复合策略,"1.1640
2017-10-26",10.70%,3.85%,--,--,Not provided
305,游马地6号期货,游马地投资,管理期货,"1.0291
2017-09-29",2.91%,3.84%,--,--,Not provided
306,砥俊宏观对冲-对冲1号,砥俊资产,宏观策略,"1.1921
2017-10-20",18.66%,3.84%,--,--,3out of 5
307,天道共赢3号,天道对冲,组合策略,"1.2184
2017-10-23",24.61%,3.82%,--,--,4out of 5
308,黑翼CTA二号A,黑翼资产,管理期货,"1.0710
2017-09-22",7.10%,3.81%,--,--,4out of 5
309,天目杉树,杉树资本,相对价值,"1.0750
2017-10-27",6.50%,3.80%,--,--,3out of 5
310,子衿至善一期,子衿资产,管理期货,"1.0331
2017-10-27",10.28%,3.78%,--,--,Not provided
311,鼎实进取2号一期,好投投资,组合策略,"1.1310
2017-10-20",15.50%,3.77%,--,--,Not provided
312,定增北斗鑫五号,宇纳投资,事件驱动,"1.1542
2017-10-20",14.41%,3.76%,--,--,Not provided
313,新富创赢定向增发5期,前海新富资本,事件驱动,"1.1775
2017-10-27",16.17%,3.76%,--,--,Not provided
314,华溢冥王星,华溢资产,宏观策略,"1.7130
2017-10-13",71.10%,3.76%,--,--,5out of 5
315,久安丰享1号,启元资产,组合策略,"1.0400
2017-10-24",6.62%,3.75%,--,--,3out of 5
316,盛泉恒元定增6号,盛泉恒元,事件驱动,"1.0239
2017-10-20",1.93%,3.75%,--,--,Not provided
317,翼虎灵活配置1号,翼虎投资,复合策略,"1.0864
2017-10-20",5.57%,3.74%,--,--,3out of 5
318,光环一号,北京光环投资,管理期货,"2.0168
2017-10-27",109.26%,3.74%,--,--,4out of 5
319,财智精选一期,财智联合,组合策略,"1.3305
2017-10-13",30.71%,3.74%,--,--,5out of 5
320,蓝海汇赢价值金投三号,蓝海汇赢,复合策略,"1.6050
2017-10-17",59.71%,3.73%,--,--,Not provided
321,东航金融-CTA精英孵化,东航金控,管理期货,"0.8872
2017-10-30",82.16%,3.72%,--,--,3out of 5
322,招商联合资本2号,招商联合投资,复合策略,"1.2656
2017-10-27",16.16%,3.72%,--,--,4out of 5
323,西域和谐定增2号,广东西域投资,事件驱动,"1.3150
2017-10-27",39.70%,3.71%,--,--,Not provided
324,易赞荣誉价值1号,广东易赞投资,复合策略,"1.0790
2017-10-27",3.94%,3.71%,--,--,Not provided
325,小强海龟一号,小强投资,管理期货,"1.0584
2017-10-27",11.79%,3.71%,--,--,2out of 5
326,弘升阿比特-量化对冲1期,阿比特资本,相对价值,"1.1138
2017-09-29",11.38%,3.71%,--,--,Not provided
327,致远二十号,致诚卓远,相对价值,"1.0880
2017-10-27",24.96%,3.70%,--,--,Not provided
328,航长国企债1号,航长投资,固定收益,"1.0605
2017-10-13",7.65%,3.70%,--,--,Not provided
329,好爽衍生品1号,凯聪投资,相对价值,"1.2476
2017-10-27",22.21%,3.69%,--,--,4out of 5
330,金牛精选3号,兆天投资,复合策略,"1.1010
2017-09-29",10.10%,3.67%,--,--,2out of 5
331,瀚鑫泰安宏观对冲2号,瀚鑫泰安,宏观策略,"1.1243
2017-09-29",12.43%,3.67%,--,--,4out of 5
332,弘酬臻选MOM东北证券融耀8号,弘酬投资,组合策略,"1.1589
2017-10-13",14.82%,3.66%,--,--,5out of 5
333,浑元投资-守正笃行二期,前海浑元资产,复合策略,"1.0610
2017-10-20",2.40%,3.64%,--,--,Not provided
334,高毅精选FOF,高毅资产,组合策略,"1.5364
2017-10-10",49.59%,3.64%,--,--,5out of 5
335,蓝色天际-宽宏1号,蓝色天际投资,管理期货,"1.6250
2017-10-20",62.50%,3.64%,--,--,5out of 5
336,博鸿元和,上海博鸿投资,复合策略,"1.0870
2017-10-20",5.70%,3.63%,--,--,Not provided
337,泰诚资本全明星系列16号,泰诚资本,管理期货,"1.0390
2017-10-20",11.50%,3.62%,--,--,Not provided
338,合众1号,中资宏德,组合策略,"1.1670
2017-10-20",14.80%,3.61%,--,--,4out of 5
339,长流稳进三号,长流资本,复合策略,"1.0800
2017-10-27",6.50%,3.60%,--,--,Not provided
340,新湖景上源CTA展翼4期,景上源投资,管理期货,"1.1010
2017-10-27",6.50%,3.60%,--,--,Not provided
341,显德FOF海盈1期,显德资产,组合策略,"1.1660
2017-10-24",15.30%,3.59%,--,--,Not provided
342,翼虎量化对冲四期,翼虎投资,相对价值,"1.0704
2017-10-20",4.59%,3.59%,--,--,2out of 5
343,天倚道幻方星辰1号,天倚道投资,复合策略,"1.3190
2017-10-20",30.30%,3.58%,--,--,Not provided
344,歌斐诺宝MOM精英组合2期,歌斐诺宝,组合策略,"1.4419
2017-09-29",61.62%,3.57%,--,--,4out of 5
345,天倚道幻方星辰2号,天倚道投资,复合策略,"1.3620
2017-10-20",33.90%,3.56%,--,--,Not provided
346,黑翼CTA三号,黑翼资产,管理期货,"1.1319
2017-10-20",13.85%,3.56%,--,--,4out of 5
347,中建投-涌峰中国龙平衡专享1号,泓睿投资,复合策略,"1.1151
2017-10-30",7.50%,3.55%,--,--,Not provided
348,稳盈量化2号,冠通北纬,管理期货,"1.1509
2017-09-29",15.09%,3.55%,--,--,Not provided
349,大岩量化定增2号,大岩资本,事件驱动,"0.9920
2017-09-29",-0.80%,3.55%,--,--,Not provided
350,宏锡量化CTA7号,宏锡基金,管理期货,"1.1788
2017-10-27",17.60%,3.55%,--,--,Not provided
351,庐雍绝对优势10号,庐雍资产,宏观策略,"1.0520
2017-09-29",5.20%,3.54%,--,--,Not provided
352,新宇资产管理1号,新宇资产,管理期货,"1.0802
2017-10-13",75.19%,3.54%,--,--,3out of 5
353,益菁汇定增宝1号,益菁汇资产,事件驱动,"1.1120
2017-10-27",8.40%,3.53%,--,--,Not provided
354,三和创赢定增1期,三和创赢,事件驱动,"1.0620
2017-10-27",2.60%,3.53%,--,--,Not provided
355,等观风险5号,等观资产,复合策略,"1.6987
2017-10-27",70.80%,3.53%,--,--,4out of 5
356,趣时事件驱动1号,趣时资产,事件驱动,"1.2850
2017-10-20",26.50%,3.52%,--,--,Not provided
357,三丰价值,三丰(横琴)资本,复合策略,"1.1000
2017-10-27",14.90%,3.51%,--,--,Not provided
358,同亨爱弗FOF一期,同亨投资,组合策略,"1.9152
2017-10-20",90.16%,3.51%,--,--,5out of 5
359,私募工场腾龙,斯诺波投资,复合策略,"1.3280
2017-10-19",44.80%,3.50%,--,--,5out of 5
360,博弈树量化对冲5号,博弈树投资,管理期货,"1.1660
2017-10-27",15.30%,3.50%,--,--,Not provided
361,富果鑫泰1号,富果投资,复合策略,"1.0718
2017-10-25",5.08%,3.50%,--,--,Not provided
362,牛福1号,牛福投资,复合策略,"1.0630
2017-10-13",6.70%,3.49%,--,--,Not provided
363,恒隽天启一号,恒隽资产,复合策略,"0.9620
2017-10-27",15.24%,3.49%,--,--,3out of 5
364,趣时事件驱动1号B期,趣时资产,事件驱动,"1.2670
2017-10-20",24.80%,3.48%,--,--,Not provided
365,骏胜-煜耀1号,骏胜资产,复合策略,"1.2050
2017-10-27",20.03%,3.48%,--,--,Not provided
366,水星高收益债券3号,易禾水星,固定收益,"1.1835
2017-10-27",17.63%,3.47%,--,--,Not provided
367,海证投资致优量化一号,海证投资,管理期货,"1.0150
2017-09-25",1.50%,3.47%,--,--,Not provided
368,易则全球宏观私募投资基金,易则投资,宏观策略,"1.3227
2017-10-27",29.98%,3.46%,--,--,Not provided
369,蒹葭基金,阿杏投资,相对价值,"1.0280
2017-10-20",5.66%,3.44%,--,--,Not provided
370,趣时光大尊享1号,趣时资产,复合策略,"1.1940
2017-10-20",20.67%,3.44%,--,--,4out of 5
371,术源启航一号,术源资产,复合策略,"1.7726
2017-10-20",77.18%,3.44%,--,--,5out of 5
372,益昶定增一号,益昶资产,事件驱动,"1.0858
2017-10-20",8.08%,3.44%,--,--,Not provided
373,宽客CTA1号,福建宽客投资,管理期货,"1.0230
2017-10-27",2.90%,3.42%,--,--,Not provided
374,趣时事件驱动1号A期,趣时资产,事件驱动,"1.2340
2017-10-20",23.93%,3.40%,--,--,Not provided
375,中环港沪深对冲基金,中才中环,复合策略,"1.3610
2017-10-23",27.80%,3.40%,--,--,4out of 5
376,信达澳银瑞富1号,瑞丰汇邦,复合策略,"1.2430
2017-10-27",15.70%,3.40%,--,--,2out of 5
377,漫蜻蜓稳健收益,明境投资,复合策略,"1.0760
2017-10-27",6.90%,3.38%,--,--,Not provided
378,黑翼CTA六号,黑翼资产,管理期货,"1.1407
2017-09-29",14.07%,3.37%,--,--,5out of 5
379,博鸿元敏,上海博鸿投资,复合策略,"1.0650
2017-10-20",4.50%,3.36%,--,--,Not provided
380,渤海期货远澜翠柏1号,远澜信息,管理期货,"1.0400
2017-10-27",4.60%,3.36%,--,--,Not provided
381,景林优选金斧子云顶9号,深圳金斧子资本,组合策略,"1.0592
2017-10-09",3.71%,3.36%,--,--,Not provided
382,芳甸基金,阿杏投资,相对价值,"1.0270
2017-10-20",4.73%,3.36%,--,--,Not provided
383,巡洋平衡1号,巡洋持续,复合策略,"0.9864
2017-10-27",12.49%,3.35%,--,--,4out of 5
384,殊馥和得4号,殊馥投资,相对价值,"1.0709
2017-10-20",6.43%,3.34%,--,--,Not provided
385,量鑫复合策略,量鑫投资,复合策略,"1.1393
2017-10-27",12.38%,3.34%,--,--,Not provided
386,睿挪赛丝人工智能,睿挪赛丝,复合策略,"1.1821
2017-10-30",17.16%,3.33%,--,--,Not provided
387,邦孚中环港沪深对冲1号,邦孚资产,组合策略,"1.1180
2017-09-29",11.80%,3.33%,--,--,3out of 5
388,蜗牛对冲1号,兰理资产,管理期货,"0.9360
2017-10-27",-6.70%,3.32%,--,--,Not provided
389,平石T5对冲基金,平石资产,相对价值,"1.5395
2017-10-27",46.61%,3.32%,--,--,5out of 5
390,摩方富泽一号,摩方投资,相对价值,"1.1100
2017-10-13",9.00%,3.32%,--,--,Not provided
391,九逸新鑫1期,九逸资产,相对价值,"1.2077
2017-10-27",19.19%,3.31%,--,--,5out of 5
392,广阔基金,阿杏投资,相对价值,"1.0820
2017-10-20",10.95%,3.31%,--,--,Not provided
393,达尔文明德一号,进化论资产,相对价值,"1.0992
2017-10-27",7.33%,3.30%,--,--,Not provided
394,新方程私募精选E6号,新方程,组合策略,"1.1080
2017-10-25",9.60%,3.30%,--,--,3out of 5
395,申万汇富梅戈曼尼1号,梅戈曼尼,管理期货,"1.3780
2017-09-29",81.76%,3.30%,--,--,3out of 5
396,等观风险6号,等观资产,复合策略,"1.3389
2017-10-27",34.04%,3.29%,--,--,Not provided
397,兴云宏观1号,兴云投资,宏观策略,"1.2220
2017-10-24",19.40%,3.29%,--,--,4out of 5
398,仙童FOF12期,仙童投资,组合策略,"1.0596
2017-10-20",4.87%,3.28%,--,--,Not provided
399,平方和新动力指数增强1号,平方和投资,复合策略,"1.0695
2017-10-27",4.20%,3.27%,--,--,Not provided
400,雪杉春茗1号,雪杉基金,相对价值,"1.3650
2017-10-23",36.20%,3.26%,--,--,3out of 5
401,思昊FOF2期,思昊资本,组合策略,"1.0920
2017-10-27",7.80%,3.26%,--,--,Not provided
402,黑翼CTA二号,黑翼资产,管理期货,"1.1111
2017-10-20",11.00%,3.26%,--,--,4out of 5
403,途灵成长1号,途灵资产,复合策略,"1.2260
2017-10-20",20.60%,3.25%,--,--,Not provided
404,达尔文博学一号,进化论资产,相对价值,"1.0755
2017-10-27",5.43%,3.25%,--,--,Not provided
405,青原固收2号,青原信投,固定收益,"1.2090
2017-10-26",17.70%,3.25%,--,--,Not provided
406,东航金融-种子二号,东航金控,复合策略,"1.0228
2017-10-30",18.31%,3.24%,--,--,3out of 5
407,奇迹种子2号,康腾投资,复合策略,"0.9500
2017-10-27",-1.20%,3.24%,--,--,2out of 5
408,致远22号,致诚卓远,相对价值,"1.1350
2017-10-27",8.50%,3.24%,--,--,Not provided
409,金樟合晟可交换债105号,合晟资产,固定收益,"1.0560
2017-10-10",5.60%,3.23%,--,--,Not provided
410,宇义量化3号,宇义投资,管理期货,"1.0832
2017-10-27",12.81%,3.22%,--,--,Not provided
411,弘酬丰泽,弘酬投资,组合策略,"1.0901
2017-10-20",11.53%,3.22%,--,--,3out of 5
412,君道量化一期,君道量化,管理期货,"1.0703
2017-10-20",11.84%,3.21%,--,--,Not provided
413,兴业观云长江奔腾1号,兴佳利业,复合策略,"1.0153
2017-10-27",-0.59%,3.21%,--,--,Not provided
414,明境1号,信诚资本,复合策略,"1.0013
2017-10-20",-1.22%,3.21%,--,--,Not provided
415,汇通策略5号,汇通华基金,复合策略,"0.9150
2017-10-27",-9.80%,3.20%,--,--,2out of 5
416,坔山承亿1号证券投资,坔山承亿资产,复合策略,"1.0154
2017-10-13",1.87%,3.20%,--,--,Not provided
417,天贝合共盈2号,天贝合资产,复合策略,"0.9060
2017-10-13",-9.60%,3.20%,--,--,1out of 5
418,巡洋稳健1号,巡洋持续,复合策略,"0.9861
2017-10-27",7.14%,3.18%,--,--,4out of 5
419,万杉量化1号,万杉资本,复合策略,"1.1542
2017-10-27",15.83%,3.16%,--,--,5out of 5
420,黑翼CTA五号,黑翼资产,管理期货,"1.1082
2017-10-20",10.94%,3.14%,--,--,4out of 5
421,千象16期,千象资产,组合策略,"1.0866
2017-10-20",10.94%,3.14%,--,--,Not provided
422,联泰稳健2号,联泰基金,组合策略,"1.0395
2017-10-20",6.03%,3.13%,--,--,Not provided
423,智汇树债券1号,智汇树,固定收益,"1.0244
2017-10-27",1.46%,3.13%,--,--,Not provided
424,兴云圆运动5号,兴云投资,宏观策略,"0.9270
2017-10-25",-7.60%,3.13%,--,--,3out of 5
425,百仑量化对冲三期,百仑基金,管理期货,"1.0579
2017-09-22",5.79%,3.12%,--,--,Not provided
426,珙桐创世纪二号,七禾新资管,管理期货,"0.9776
2017-10-13",-1.46%,3.11%,--,--,2out of 5
427,益沣成-润1号,益沣成资产,相对价值,"1.0330
2017-10-18",3.10%,3.10%,--,--,Not provided
428,鼎元成也量化五期,成也基金,复合策略,"0.9763
2017-10-20",2.42%,3.09%,--,--,Not provided
429,朴石成长1期,朴石投资,复合策略,"1.1784
2017-09-29",17.84%,3.07%,--,--,4out of 5
430,前海方舟橄榄树,前海方舟,宏观策略,"0.8730
2017-09-29",-12.70%,3.07%,--,--,3out of 5
431,青城杉树,杉树资本,相对价值,"1.0738
2017-10-27",6.82%,3.05%,--,--,Not provided
432,懿德财富稳健成长,懿德财富,复合策略,"1.0654
2017-10-20",25.39%,3.05%,--,--,Not provided
433,森淼增盈3号,森淼资本,事件驱动,"1.3644
2017-10-27",35.43%,3.04%,--,--,Not provided
434,万里鸿昇1号,万里耀强资产,复合策略,"0.7631
2017-10-20",-20.90%,3.03%,--,--,Not provided
435,等观风险7号,等观资产,复合策略,"1.1900
2017-10-27",19.10%,3.03%,--,--,Not provided
436,领新固收3号,领新投资,相对价值,"1.7600
2017-10-20",73.60%,3.03%,--,--,Not provided
437,乔戈里蓝筹精选3号定增,乔格理投资,事件驱动,"2.7300
2017-09-29",173.00%,3.02%,--,--,Not provided
438,九桥套利3号,九桥资产,复合策略,"1.0630
2017-10-20",2.70%,3.01%,--,--,Not provided
439,厚崇迈越CTA一号,厚崇资产,管理期货,"1.2010
2017-10-20",18.56%,3.01%,--,--,Not provided
440,小黑妞铸金,小黑妞资产,管理期货,"1.1217
2017-09-29",12.17%,3.00%,--,--,Not provided
441,山东信托-品质生活2期,汇流资产,复合策略,"0.6650
2017-10-27",-33.54%,2.99%,--,--,4out of 5
442,佳禾量化CTA三号,佳禾资产,管理期货,"0.9476
2017-10-20",-2.76%,2.99%,--,--,Not provided
443,阿尔法猫五期,睿挪赛丝,复合策略,"1.0650
2017-10-30",5.99%,2.98%,--,--,Not provided
444,海狮汇一期,海狮投资,复合策略,"1.1190
2017-10-27",10.50%,2.98%,--,--,4out of 5
445,思昊FOF1期,思昊资本,组合策略,"1.0790
2017-10-27",7.50%,2.97%,--,--,3out of 5
446,仙童FOF15期,仙童投资,组合策略,"1.0596
2017-10-20",6.14%,2.96%,--,--,Not provided
447,浩航旗舰,浩航资产,管理期货,"0.9598
2017-10-27",-1.78%,2.96%,--,--,Not provided
448,百仑量化对冲四期,百仑基金,管理期货,"1.0525
2017-09-22",5.25%,2.95%,--,--,Not provided
449,弈泰全市场多策略2号,弈泰资产,复合策略,"1.2370
2017-10-27",26.00%,2.94%,--,--,4out of 5
450,中千价值一号,中千投资,复合策略,"1.1097
2017-10-27",9.61%,2.94%,--,--,Not provided
451,涌顺倍特1号,涌顺投资,管理期货,"1.1663
2017-10-27",23.37%,2.93%,--,--,Not provided
452,毅木资产海阔天空2号,毅木资产,复合策略,"1.1480
2017-10-27",9.70%,2.91%,--,--,Not provided
453,泳慕资产CTA1号,泳慕资产,管理期货,"1.0223
2017-10-27",2.98%,2.91%,--,--,Not provided
454,禅宇1期,禅宇资产,复合策略,"1.4422
2017-10-20",35.20%,2.91%,--,--,4out of 5
455,涵德清源量化多策略1号,涵德投资,相对价值,"1.0313
2017-10-20",3.68%,2.90%,--,--,Not provided
456,橙色定增二号,北京橙色印象,事件驱动,"1.1490
2017-10-27",12.33%,2.89%,--,--,Not provided
457,仙湖三号,仙湖投资,复合策略,"1.0740
2017-10-27",7.10%,2.88%,--,--,4out of 5
458,长流稳进十一号,长流资本,固定收益,"1.0522
2017-10-27",3.93%,2.88%,--,--,Not provided
459,鼎势启金稳健一期,鼎势启金,复合策略,"1.0369
2017-10-20",20.71%,2.88%,--,--,3out of 5
460,千象全景6号,千象资产,复合策略,"1.1249
2017-10-20",15.64%,2.86%,--,--,5out of 5
461,小强稳健1期,小强投资,复合策略,"0.8200
2017-10-27",-10.20%,2.86%,--,--,Not provided
462,达尔文至诚一号,进化论资产,相对价值,"1.0531
2017-10-27",4.92%,2.86%,--,--,Not provided
463,悦达醴泉悦顺5号,悦达醴泉,复合策略,"1.1440
2017-10-10",11.50%,2.86%,--,--,Not provided
464,种子三号,东航金控,复合策略,"1.0388
2017-10-30",10.95%,2.86%,--,--,Not provided
465,东方行业优选,东方马拉松,组合策略,"1.7090
2017-10-20",61.90%,2.86%,--,--,4out of 5
466,巧点1号,远澜信息,管理期货,"1.0390
2017-10-27",17.61%,2.85%,--,--,3out of 5
467,东航金融-中航信平方和1号,平方和投资,复合策略,"1.1820
2017-10-27",15.50%,2.85%,--,--,Not provided
468,金琥5号进取,金琥投资,复合策略,"1.1403
2017-09-08",14.03%,2.84%,--,--,Not provided
469,货力量化趋势1号,货力资产,管理期货,"1.1158
2017-10-13",7.53%,2.84%,--,--,3out of 5
470,幻方沪深300指数增强2号,幻方量化,相对价值,"1.3350
2017-10-26",30.50%,2.84%,--,--,4out of 5
471,殊馥和得3号,殊馥投资,相对价值,"1.1010
2017-10-20",9.85%,2.83%,--,--,Not provided
472,慢点富稳盈四号,慢点富基金,管理期货,"1.1807
2017-10-27",12.62%,2.82%,--,--,4out of 5
473,格林顿量化对冲金鸡1号,格林顿资产,复合策略,"1.0239
2017-10-27",1.39%,2.82%,--,--,Not provided
474,成也量化十期,成也基金,管理期货,"0.9489
2017-10-20",30.28%,2.80%,--,--,4out of 5
475,格林顿天牛1号量化套利,格林顿资产,复合策略,"1.0300
2017-10-27",2.90%,2.80%,--,--,Not provided
476,格林顿开启财富量化对冲,格林顿资产,复合策略,"1.0350
2017-10-27",3.00%,2.79%,--,--,Not provided
477,五年陈金牛1号,新方程,组合策略,"1.1530
2017-10-25",10.80%,2.78%,--,--,3out of 5
478,大墉大有一号,大墉资产,管理期货,"1.1500
2017-10-27",14.60%,2.78%,--,--,Not provided
479,橙色期货量化1号,北京橙色印象,管理期货,"1.2655
2017-10-27",43.25%,2.77%,--,--,3out of 5
480,红树林昂立,红树林投资,复合策略,"1.4220
2017-10-20",44.90%,2.77%,--,--,4out of 5
481,谷雨量化金选1号,谷雨当时,复合策略,"1.1302
2017-10-27",10.90%,2.75%,--,--,Not provided
482,邦孚佳禾CTA,邦孚资产,管理期货,"0.9720
2017-09-29",-2.80%,2.75%,--,--,Not provided
483,叁津投顾桥2号,叁津投资,组合策略,"1.1060
2017-10-27",8.50%,2.75%,--,--,3out of 5
484,尚雅稳健阿尔法股票对冲基金,尚雅投资,相对价值,"1.0480
2017-09-25",4.80%,2.75%,--,--,1out of 5
485,证大金龙,证大投资,事件驱动,"2.7981
2017-10-20",173.82%,2.74%,--,--,Not provided
486,杉树向荣,杉树资本,相对价值,"1.1700
2017-10-27",16.60%,2.73%,--,--,4out of 5
487,私募工场金知节,斯诺波投资,复合策略,"0.8200
2017-10-23",-17.10%,2.73%,--,--,1out of 5
488,睿豫量化套利1号,睿豫基金,相对价值,"0.9700
2017-10-20",1.80%,2.72%,--,--,Not provided
489,国华3号,国华家里,复合策略,"1.1882
2017-10-27",19.93%,2.72%,--,--,3out of 5
490,银杏树3号,壁虎投资,复合策略,"1.0953
2017-09-29",9.53%,2.72%,--,--,Not provided
491,从容全天候1期,从容投资,宏观策略,"6.3860
2017-09-29",538.60%,2.72%,--,--,5out of 5
492,双隆-隆腾2号,双隆投资,相对价值,"1.1055
2017-10-23",11.49%,2.72%,--,--,Not provided
493,财智多策略成长一期,财智联合,复合策略,"0.8160
2017-10-27",-20.23%,2.72%,--,--,1out of 5
494,白鹭勤业,白鹭资管,复合策略,"1.0100
2017-10-19",28.35%,2.71%,--,--,5out of 5
