ranking,fund_short_name,fund_company,investment_strategy,lastest_NAV,cumulative_return,recent_month_return,annalized_return,sharpe_ratio,year_rating
1443,钜沣量化对冲一号,钜瑞资产,股票策略,"0.9960
2017-10-20",1.50%,3.26%,--,--,Not provided
1444,钜沣量化1号,赋成资产,股票策略,"0.9960
2017-10-20",1.50%,3.26%,--,--,1out of 5
1445,最具巴菲特潜力23期,宝银创赢,股票策略,"1.0913
2017-09-20",9.13%,3.25%,--,--,2out of 5
1446,沣杨超越,沣杨资产,股票策略,"1.2016
2017-10-13",20.98%,3.25%,--,--,3out of 5
1447,天和14号基金,天和投资,股票策略,"1.1399
2017-10-20",5.23%,3.25%,--,--,Not provided
1448,龙郡成长1期,龙郡投资,股票策略,"0.9810
2017-10-19",-1.40%,3.25%,--,--,2out of 5
1449,外贸信托-星石优粤10号2期,星石投资,股票策略,"1.1208
2017-10-20",10.10%,3.24%,--,--,Not provided
1450,格雷成长5号,格雷资产,股票策略,"1.0540
2017-10-20",2.00%,3.24%,--,--,Not provided
1451,丰润指数增强C号,丰润恒道,股票策略,"1.0809
2017-10-27",5.54%,3.24%,--,--,Not provided
1452,中海信托-勤远1号,勤远投资,股票策略,"2.0132
2017-10-20",144.42%,3.23%,--,--,3out of 5
1453,万吨资产核潜艇,万吨资产,股票策略,"0.9726
2017-10-20",-4.05%,3.23%,--,--,2out of 5
1454,比格戴特1期,比格戴特投资,股票策略,"0.9315
2017-10-20",-6.59%,3.23%,--,--,2out of 5
1455,中信信托-奕金安2期,奕金安投资,股票策略,"2.3954
2017-10-20",121.38%,3.22%,--,--,5out of 5
1456,和聚港股平台,和聚投资,股票策略,"1.0694
2017-10-20",7.69%,3.22%,--,--,Not provided
1457,中信信托-景泰复利回报银信宝四期,景泰利丰,股票策略,"1.1588
2017-10-20",11.32%,3.22%,--,--,4out of 5
1458,旭诺价值成长,旭诺资产,股票策略,"1.2462
2017-10-20",24.52%,3.22%,--,--,Not provided
1459,万君精选6号,万君资本,股票策略,"1.0600
2017-09-15",6.00%,3.21%,--,--,Not provided
1460,细水菩提,细水投资,股票策略,"1.0663
2017-10-27",4.77%,3.21%,--,--,4out of 5
1461,外贸信托-巨杉净值线6号,巨杉资产,股票策略,"1.7760
2017-10-25",69.80%,3.21%,--,--,3out of 5
1462,汉和1期,汉和资本,股票策略,"2.5132
2017-10-20",135.90%,3.20%,--,--,5out of 5
1463,万吨深海鲸二号,万吨资产,股票策略,"0.9530
2017-10-20",-6.40%,3.20%,--,--,3out of 5
1464,中原信托-沣杨旺德福,沣杨资产,股票策略,"1.7362
2017-10-20",66.87%,3.20%,--,--,3out of 5
1465,避风塘1号,启元资产,股票策略,"1.4564
2017-10-20",29.18%,3.20%,--,--,Not provided
1466,博智经典2号,博智基金,股票策略,"1.1740
2017-10-20",19.60%,3.19%,--,--,2out of 5
1467,四川信托-云程泰精选1号,云程泰,股票策略,"0.9395
2017-10-20",-6.06%,3.19%,--,--,3out of 5
1468,中融信托-朴道一期,朴道瑞富,股票策略,"1.3028
2017-10-20",29.59%,3.19%,--,--,1out of 5
1469,嘉恳天启1号,嘉恳资产,股票策略,"1.5327
2017-10-26",53.61%,3.18%,--,--,4out of 5
1470,新价值春熹壹号,新价值,股票策略,"0.9988
2017-10-20",-0.33%,3.18%,--,--,Not provided
1471,山东信托-天乙1期,天乙合资本,股票策略,"1.2184
2017-10-20",157.03%,3.18%,--,--,4out of 5
1472,兴聚财富3号,兴聚投资,股票策略,"1.3130
2017-10-20",26.70%,3.18%,--,--,3out of 5
1473,外贸信托-锐进16期中欧瑞博,中欧瑞博,股票策略,"1.4219
2017-10-27",35.87%,3.17%,--,--,4out of 5
1474,中欧瑞博6期,中欧瑞博,股票策略,"1.1372
2017-10-27",85.36%,3.17%,--,--,4out of 5
1475,中信信托-广金成长3期,广东广金,股票策略,"1.8940
2017-10-20",81.12%,3.17%,--,--,5out of 5
1476,陆宝恒信1号,陆宝投资,股票策略,"1.2424
2017-10-20",22.08%,3.16%,--,--,3out of 5
1477,中南文泰3期,中南资本,股票策略,"1.2090
2017-10-20",14.30%,3.16%,--,--,Not provided
1478,博弈树厚石量化对冲,博弈树投资,股票策略,"1.1640
2017-10-20",20.90%,3.16%,--,--,Not provided
1479,沣杨飞越,沣杨资产,股票策略,"1.1268
2017-10-20",9.54%,3.15%,--,--,3out of 5
1480,名禹七期,名禹资产,股票策略,"1.1360
2017-10-25",14.50%,3.15%,--,--,4out of 5
1481,伯洋一期,伯洋同舟,股票策略,"1.0603
2017-10-20",29.84%,3.15%,--,--,4out of 5
1482,富利新动力7号,同亿富利,股票策略,"1.0480
2017-10-20",3.56%,3.15%,--,--,Not provided
1483,元富1号,百瑞坤投资,股票策略,"1.0116
2017-10-20",1.24%,3.14%,--,--,Not provided
1484,韬阳资本7号,前海苦行僧,股票策略,"1.0740
2017-10-20",2.00%,3.13%,--,--,Not provided
1485,千波小盘1号,千波资产,股票策略,"1.1910
2017-10-20",56.49%,3.13%,--,--,3out of 5
1486,中融信托-执耳医药,执耳投资,股票策略,"1.8627
2017-10-20",73.50%,3.13%,--,--,4out of 5
1487,东莞信托-汇信-中欧瑞博2号,中欧瑞博,股票策略,"1.7960
2017-10-27",71.23%,3.13%,--,--,4out of 5
1488,格雷二期,格雷资产,股票策略,"1.6976
2017-10-20",62.92%,3.13%,--,--,3out of 5
1489,聚睿1号,聚睿投资,股票策略,"0.9900
2017-09-29",54.51%,3.13%,--,--,2out of 5
1490,成泉汇涌二期,成泉资本,股票策略,"1.1494
2017-10-20",72.61%,3.12%,--,--,4out of 5
1491,外贸信托-巨杉净值线8号,巨杉资产,股票策略,"1.5840
2017-10-25",52.30%,3.12%,--,--,3out of 5
1492,万得富-软财富时代一号,万得富投资,股票策略,"1.1243
2017-10-20",7.71%,3.12%,--,--,2out of 5
1493,华润信托-美联融通1期,美联融通,股票策略,"1.1034
2017-10-13",4.08%,3.12%,--,--,2out of 5
1494,石锋资产守正,石锋资产,股票策略,"1.1050
2017-10-20",3.91%,3.12%,--,--,Not provided
1495,德胜独角兽复合A,独角兽投资,股票策略,"1.2603
2017-10-26",21.07%,3.11%,--,--,Not provided
1496,中信信托-康曼德001号,康曼德资本,股票策略,"1.4190
2017-10-20",41.97%,3.11%,--,--,3out of 5
1497,析方港股旗舰,析方投资,股票策略,"1.2720
2017-10-26",26.10%,3.11%,--,--,4out of 5
1498,帆隆1号,帆隆资产,股票策略,"1.0590
2017-10-20",6.20%,3.11%,--,--,Not provided
1499,红奶酪,奶酪基金,股票策略,"1.4600
2017-10-20",39.40%,3.11%,--,--,5out of 5
1500,翠丰紫晶石,翠丰基金,股票策略,"1.0125
2017-10-27",0.91%,3.11%,--,--,Not provided
1501,盛运2号,子轩资产,股票策略,"0.9718
2017-10-13",3.25%,3.11%,--,--,Not provided
1502,爱迪生,普尔投资,股票策略,"1.1110
2017-10-20",6.30%,3.10%,--,--,3out of 5
1503,毅木资产卓越理财1号,毅木资产,股票策略,"1.2290
2017-10-20",19.60%,3.10%,--,--,4out of 5
1504,星辰之上善若水恒升一期,上善若水,股票策略,"1.1209
2017-10-20",5.16%,3.10%,--,--,Not provided
1505,国泰君邦天盛2号,国泰君邦基金,股票策略,"0.7990
2017-09-15",-20.10%,3.10%,--,--,1out of 5
1506,外贸信托-奕金安一期,奕金安投资,股票策略,"1.8592
2017-10-20",98.31%,3.10%,--,--,5out of 5
1507,天算点金1号,天算量化,股票策略,"1.1862
2017-10-20",16.99%,3.09%,--,--,Not provided
1508,东莞信托-汇信-中欧瑞博5号,中欧瑞博,股票策略,"1.1499
2017-10-27",8.97%,3.08%,--,--,4out of 5
1509,匀丰量化进取,匀丰资产,股票策略,"1.2950
2017-10-20",294.21%,3.08%,--,--,5out of 5
1510,灵活配置旗舰1号,汇升同道,股票策略,"1.0560
2017-10-20",7.10%,3.08%,--,--,Not provided
1511,誉亨起航1号,誉亨投资,股票策略,"0.9300
2017-10-23",-2.90%,3.08%,--,--,2out of 5
1512,惠嘉稳健成长,前海惠嘉,股票策略,"1.3160
2017-09-29",31.60%,3.08%,--,--,2out of 5
1513,拾贝投资4号,海宁拾贝投资,股票策略,"2.2600
2017-10-20",117.80%,3.08%,--,--,5out of 5
1514,兰慕复利1号,兰慕资产,股票策略,"1.2689
2017-10-25",17.73%,3.07%,--,--,Not provided
1515,默驰5号,默驰投资,股票策略,"1.1092
2017-10-20",7.83%,3.07%,--,--,Not provided
1516,拾贝投资2号,海宁拾贝投资,股票策略,"2.2350
2017-10-20",115.10%,3.07%,--,--,5out of 5
1517,格雷稳赢2号,格雷资产,股票策略,"1.1047
2017-10-27",3.52%,3.07%,--,--,Not provided
1518,久铭2号,久铭投资,股票策略,"1.5827
2017-10-20",48.69%,3.06%,--,--,5out of 5
1519,云南信托-中国龙平衡,涌峰投资,股票策略,"2.0151
2017-10-20",94.92%,3.06%,--,--,4out of 5
1520,聚沣1期,聚沣资本,股票策略,"1.5150
2017-09-29",51.50%,3.06%,--,--,3out of 5
1521,北京福睿德7号,福睿德投资,股票策略,"1.0480
2017-10-27",21.30%,3.06%,--,--,Not provided
1522,东莞信托-汇信-中欧瑞博3号,中欧瑞博,股票策略,"1.1048
2017-10-27",5.09%,3.06%,--,--,4out of 5
1523,果实成长精选1号,深圳果实资本,股票策略,"1.2514
2017-10-20",21.95%,3.06%,--,--,Not provided
1524,瑞富三号,智财瑞富,股票策略,"1.0120
2017-10-13",1.10%,3.06%,--,--,Not provided
1525,粤财信托-君祺成长贰号,君祺资产,股票策略,"0.4215
2017-09-29",-57.85%,3.06%,--,--,1out of 5
1526,道邦旭日5号量化对冲,前海旭日,股票策略,"1.0470
2017-10-20",1.30%,3.05%,--,--,Not provided
1527,中信信托-悟空同创量化1期,悟空投资,股票策略,"2.5055
2017-10-20",142.21%,3.05%,--,--,5out of 5
1528,君鹏1号,普渡资本,股票策略,"1.0840
2017-10-23",12.83%,3.05%,--,--,Not provided
1529,泽时1号,泽时投资,股票策略,"1.0041
2017-10-20",-6.96%,3.05%,--,--,3out of 5
1530,丰润指数增强1期,丰润恒道,股票策略,"1.2316
2017-10-27",21.60%,3.04%,--,--,3out of 5
1531,易同精选三期,深圳易同投资,股票策略,"1.4420
2017-10-20",39.00%,3.04%,--,--,4out of 5
1532,西部信托-亨石一期(小雅2号),亨石资产,股票策略,"0.7886
2017-10-20",-20.26%,3.04%,--,--,3out of 5
1533,东莞信托-汇信-惠正1号,惠正投资,股票策略,"3.3753
2017-10-20",223.79%,3.04%,--,--,3out of 5
1534,德胜君盈1号,独角兽投资,股票策略,"1.2178
2017-10-26",19.64%,3.03%,--,--,Not provided
1535,鼎世永盈1号,鼎世永聚,股票策略,"1.2770
2017-10-26",22.40%,3.03%,--,--,Not provided
1536,析方港股系列,析方投资,股票策略,"1.3102
2017-10-06",31.02%,3.03%,--,--,4out of 5
1537,红琦一期,红琦资产,股票策略,"1.1210
2017-10-20",5.50%,3.03%,--,--,Not provided
1538,橡子树2号,橡子树投资,股票策略,"1.1650
2017-10-20",12.50%,3.02%,--,--,4out of 5
1539,云南信托-泓钰价值成长优选1期,杭州泓钰,股票策略,"1.0423
2017-10-20",3.66%,3.02%,--,--,Not provided
1540,玉牛一号,玉牛资产,股票策略,"1.1189
2017-10-13",9.14%,3.02%,--,--,3out of 5
1541,红象精选5号,红象投资,股票策略,"1.1620
2017-10-20",12.70%,3.02%,--,--,3out of 5
1542,中融信托-冰剑3号,绍兴冰剑,股票策略,"1.0966
2017-10-20",119.66%,3.02%,--,--,4out of 5
1543,私募工场弗睿得价值金选1号,弗睿得投资,股票策略,"1.1550
2017-10-20",6.30%,3.00%,--,--,Not provided
1544,金塔精选一号,金塔投资,股票策略,"1.2031
2017-10-13",25.82%,3.00%,--,--,5out of 5
1545,东方瑞鼎1号,东方瑞鼎,股票策略,"1.1088
2017-10-25",10.13%,3.00%,--,--,Not provided
1546,雪杉飞狐5号,雪杉基金,股票策略,"1.0530
2017-10-23",3.00%,3.00%,--,--,Not provided
1547,华润信托-林园,林园投资,股票策略,"3.5935
2017-10-20",225.62%,3.00%,--,--,3out of 5
1548,久银湘商,北京久银投资,股票策略,"0.8490
2017-10-20",-11.29%,3.00%,--,--,1out of 5
1549,凤翔长盈,凤翔投资,股票策略,"1.5136
2017-09-29",51.36%,2.99%,--,--,5out of 5
1550,齐家科技先锋,齐家资产,股票策略,"0.9700
2017-10-20",-0.20%,2.99%,--,--,2out of 5
1551,湖南信托-融通5-3号,辰阳投资,股票策略,"0.8598
2017-09-13",-13.08%,2.99%,--,--,Not provided
1552,镛泉资产和鑫1号,镛泉资产,股票策略,"1.0680
2017-09-29",36.05%,2.99%,--,--,5out of 5
1553,海阔天空1号,毅木资产,股票策略,"1.1548
2017-10-20",13.11%,2.99%,--,--,3out of 5
1554,毅木动态精选2号,毅木资产,股票策略,"1.1690
2017-10-20",13.80%,2.99%,--,--,4out of 5
1555,毅木动态精选4号,毅木资产,股票策略,"1.0720
2017-10-20",3.50%,2.99%,--,--,Not provided
1556,长安基金拾贝投资信元2号,宁波拾贝投资,股票策略,"1.1260
2017-10-20",7.00%,2.98%,--,--,Not provided
1557,同犇8期,同犇投资,股票策略,"1.2430
2017-10-20",17.40%,2.98%,--,--,5out of 5
1558,中国蓝价值成长1号,嘉和投资,股票策略,"1.0354
2017-10-20",3.60%,2.98%,--,--,3out of 5
1559,留仁鎏金一号,留仁资产,股票策略,"1.1656
2017-10-26",30.81%,2.98%,--,--,5out of 5
1560,惠嘉二期,前海惠嘉,股票策略,"1.0100
2017-09-29",1.00%,2.98%,--,--,Not provided
1561,永望复利成长9号,永望资产,股票策略,"1.0242
2017-09-29",2.42%,2.98%,--,--,Not provided
1562,汇富稳健一号,上海汇富,股票策略,"1.5390
2017-10-20",52.30%,2.97%,--,--,2out of 5
1563,华鑫消费1号,华鑫汇富,股票策略,"1.4320
2017-10-27",24.70%,2.97%,--,--,Not provided
1564,中信信托-悟空东略量化对冲1期,悟空投资,股票策略,"2.1633
2017-10-20",111.68%,2.97%,--,--,5out of 5
1565,泽源2号,福建泽源资产,股票策略,"1.2160
2017-10-20",21.30%,2.97%,--,--,5out of 5
1566,吉祥普惠-凡毓稳健,吉祥普惠,股票策略,"1.1015
2017-10-20",7.47%,2.97%,--,--,Not provided
1567,盈辉6号,盈辉投资,股票策略,"1.0933
2017-10-20",10.67%,2.97%,--,--,Not provided
1568,今港优选,今港资产,股票策略,"1.4115
2017-10-20",68.28%,2.96%,--,--,Not provided
1569,观富策略5号,观富资产,股票策略,"1.0590
2017-10-20",4.40%,2.96%,--,--,Not provided
1570,中证乾元天道择时3号,中证乾元,股票策略,"1.0500
2017-10-27",7.90%,2.96%,--,--,Not provided
1571,分红增长1号,趣时资产,股票策略,"1.2168
2017-09-29",21.68%,2.95%,--,--,4out of 5
1572,淘利策略指数进取3号,淘利资产,股票策略,"1.1611
2017-09-29",16.11%,2.95%,--,--,4out of 5
1573,红橡稳盈四期,伯洋同舟,股票策略,"1.0956
2017-10-20",9.23%,2.95%,--,--,Not provided
1574,凤翔多利,凤翔投资,股票策略,"2.3360
2017-09-29",133.60%,2.95%,--,--,Not provided
1575,拾贝投资6号,海宁拾贝投资,股票策略,"1.5580
2017-10-20",50.20%,2.95%,--,--,5out of 5
1576,兴业信托-新价值19期,新价值,股票策略,"1.0501
2017-10-20",5.17%,2.95%,--,--,3out of 5
1577,今港成长1号,东方港湾投资,股票策略,"1.3490
2017-10-20",88.77%,2.95%,--,--,Not provided
1578,华润信托-民森B号,民森投资,股票策略,"2.4665
2017-10-25",231.29%,2.94%,--,--,3out of 5
1579,大钧价值创造,大钧资产,股票策略,"1.1440
2017-10-20",17.46%,2.93%,--,--,4out of 5
1580,中投立赢天祥一号,中投立赢资产,股票策略,"0.9423
2017-09-15",-5.77%,2.93%,--,--,Not provided
1581,陕国投-金诚富利1期,同亿富利,股票策略,"0.9293
2017-10-20",13.14%,2.92%,--,--,2out of 5
1582,长兴1号,长量投资,股票策略,"1.8527
2017-10-20",85.51%,2.92%,--,--,3out of 5
1583,远望角投资1期,远望角投资,股票策略,"1.4750
2017-10-20",40.90%,2.92%,--,--,5out of 5
1584,卿云4期,卿云投资,股票策略,"1.1236
2017-10-20",12.07%,2.92%,--,--,Not provided
1585,融昊,融昊投资,股票策略,"1.1313
2017-10-20",10.42%,2.92%,--,--,Not provided
1586,创海富信3期,万杉资本,股票策略,"1.5434
2017-10-20",52.21%,2.91%,--,--,Not provided
1587,晟盟新消费一号,晟盟资产,股票策略,"1.1680
2017-10-20",9.50%,2.91%,--,--,2out of 5
1588,华银精治价值精选,华银精治,股票策略,"1.5414
2017-09-06",54.14%,2.91%,--,--,Not provided
1589,平安信托-金蕴9期(汇升大朴),汇鸿汇升,股票策略,"1.3431
2017-10-20",31.66%,2.91%,--,--,4out of 5
1590,上善若水厚德稳健,上善若水,股票策略,"0.9908
2017-10-20",-7.60%,2.91%,--,--,3out of 5
1591,悟空对冲量化三期,悟空投资,股票策略,"1.8637
2017-10-20",80.85%,2.90%,--,--,5out of 5
1592,中信信托-道睿择1期,道睿择投资,股票策略,"1.6251
2017-10-20",63.23%,2.90%,--,--,2out of 5
1593,映雪国贸95基金,映雪资本,股票策略,"1.2720
2017-10-23",24.20%,2.90%,--,--,2out of 5
1594,东莞信托-汇信-中欧瑞博4号,中欧瑞博,股票策略,"1.1038
2017-10-27",4.69%,2.90%,--,--,4out of 5
1595,招商汇智之凤翔1号,凤翔投资,股票策略,"3.4129
2017-10-27",221.07%,2.90%,--,--,5out of 5
1596,云南信托-聚鑫36号,台州思考投资,股票策略,"0.9747
2017-10-20",2.43%,2.90%,--,--,Not provided
1597,京钛一期,丰润恒道,股票策略,"1.1342
2017-10-27",11.25%,2.89%,--,--,Not provided
1598,中融信托-陆宝点金精选,陆宝投资,股票策略,"1.6264
2017-10-20",61.19%,2.89%,--,--,5out of 5
1599,泽源6号,福建泽源资产,股票策略,"1.2120
2017-10-20",21.00%,2.89%,--,--,5out of 5
1600,盛运德诚趋势1号,盛运德诚,股票策略,"0.9955
2017-10-13",16.57%,2.89%,--,--,3out of 5
1601,长安-中信银行睿赢精选A类1期资产管理计划,万吨资产,股票策略,"1.0225
2017-09-29",2.25%,2.89%,--,--,Not provided
1602,陕国投-朴石2期,朴石投资,股票策略,"0.8568
2017-10-13",83.96%,2.89%,--,--,3out of 5
1603,拓璞明日之星,拓璞投资,股票策略,"1.1867
2017-10-25",18.68%,2.89%,--,--,Not provided
1604,云南信托-苍穹6号,华盛盈富资产管理,股票策略,"0.9591
2017-10-20",-5.28%,2.89%,--,--,Not provided
1605,星光熠熠1期中欧瑞博1号,中欧瑞博,股票策略,"1.1739
2017-10-27",11.57%,2.89%,--,--,Not provided
1606,巨杉净值线10号,巨杉资产,股票策略,"1.1100
2017-10-25",6.95%,2.89%,--,--,3out of 5
1607,外贸信托-铜爵战略新兴产业1号,铜爵资产,股票策略,"0.7860
2017-10-20",-19.06%,2.89%,--,--,2out of 5
1608,华润信托-名禹风险缓冲砺金2期,名禹资产,股票策略,"1.0868
2017-09-29",8.68%,2.88%,--,--,Not provided
1609,私募学院301号,艺蓝投资,股票策略,"1.0789
2017-10-20",3.35%,2.88%,--,--,Not provided
1610,观富西湖1号,观富资产,股票策略,"1.0530
2017-10-20",3.80%,2.87%,--,--,Not provided
1611,拾贝投资3号,海宁拾贝投资,股票策略,"2.2330
2017-10-20",115.10%,2.87%,--,--,5out of 5
1612,家族财富传承长期复利增长一期,润泽兄弟,股票策略,"1.2550
2017-09-29",25.50%,2.87%,--,--,4out of 5
1613,红橡稳盈三期,伯洋同舟,股票策略,"1.0994
2017-10-20",9.04%,2.87%,--,--,4out of 5
1614,中融信托-智德精选,智德投资,股票策略,"2.5182
2017-10-16",138.76%,2.87%,--,--,5out of 5
1615,粤财信托-新价值8号,新价值,股票策略,"1.3076
2017-09-29",30.76%,2.86%,--,--,4out of 5
1616,水木7号,菁英时代,股票策略,"0.9415
2017-09-25",-5.85%,2.86%,--,--,2out of 5
1617,自由港一号,宁波泽添,股票策略,"1.2780
2017-10-20",25.80%,2.86%,--,--,Not provided
1618,富阳成长1号,薪富阳,股票策略,"1.0391
2017-10-20",6.76%,2.86%,--,--,Not provided
1619,睿郡众享1号,睿郡资产,股票策略,"1.1320
2017-10-13",11.50%,2.86%,--,--,Not provided
1620,股票长期价值2号,好投投资,股票策略,"1.0930
2017-10-20",4.70%,2.86%,--,--,Not provided
1621,伯洋富尊1号,伯洋同舟,股票策略,"1.0850
2017-10-20",8.00%,2.86%,--,--,3out of 5
1622,中信信托-悟空对冲量化2期,悟空投资,股票策略,"1.8440
2017-10-20",80.56%,2.85%,--,--,5out of 5
1623,小市值精选二期,北京厚润德,股票策略,"1.0840
2017-10-13",50.08%,2.85%,--,--,3out of 5
1624,瑚琏成长1号,瑚琏资产,股票策略,"1.0480
2017-09-29",4.80%,2.85%,--,--,2out of 5
1625,云南信托-长阳似锦一期,长阳似锦(北京)资产,股票策略,"0.8823
2017-10-20",-10.21%,2.84%,--,--,3out of 5
1626,东方消费服务优选,东方马拉松,股票策略,"1.7670
2017-10-20",66.70%,2.84%,--,--,5out of 5
1627,灵涛飞龙2期,灵涛基金,股票策略,"1.0120
2017-10-25",1.50%,2.84%,--,--,Not provided
1628,金沙海枫,金沙鸥投资,股票策略,"1.2270
2017-10-20",12.50%,2.83%,--,--,2out of 5
1629,川陀稳健成长一期,川陀投资,股票策略,"1.0066
2017-10-27",9.72%,2.83%,--,--,3out of 5
1630,森旭资产-前瞻8号,森旭资产,股票策略,"1.5700
2017-10-26",59.80%,2.83%,--,--,Not provided
1631,山东信托-凯顺2012,咏威凯顺投资,股票策略,"1.6068
2017-09-29",60.68%,2.83%,--,--,5out of 5
1632,囯硕玄德择时对冲2号,囯硕基金,股票策略,"0.9646
2017-10-25",-5.00%,2.83%,--,--,Not provided
1633,焕然1号,彼林乃尔,股票策略,"1.4570
2017-10-20",45.60%,2.82%,--,--,2out of 5
1634,云南信托-磐久价值一期,磐久投资,股票策略,"1.1799
2017-10-23",14.38%,2.82%,--,--,3out of 5
1635,旭诺成长择时对冲一号,旭诺资产,股票策略,"1.0060
2017-10-27",220.19%,2.82%,--,--,3out of 5
1636,平安财富-中欧瑞博四期,中欧瑞博,股票策略,"2.0001
2017-10-27",92.74%,2.82%,--,--,4out of 5
1637,中信信托-朴石7期,朴石投资,股票策略,"0.8017
2017-10-20",105.28%,2.81%,--,--,4out of 5
1638,中信信托-朴石6期,朴石投资,股票策略,"1.6775
2017-10-20",57.93%,2.81%,--,--,4out of 5
1639,华润信托-搏股通金49号(中欧瑞博)精选1期,中欧瑞博,股票策略,"1.1421
2017-10-27",9.33%,2.81%,--,--,Not provided
1640,毅木资产动态精选3号,毅木资产,股票策略,"1.0898
2017-10-20",6.05%,2.81%,--,--,Not provided
1641,橙色阿尔法指数增强,北京橙色印象,股票策略,"1.4111
2017-10-20",40.91%,2.81%,--,--,3out of 5
1642,鑫星23号-武汉长江精选一期,长江六屏,股票策略,"1.1180
2017-10-23",-12.10%,2.81%,--,--,3out of 5
1643,道和国源1号,道和投资,股票策略,"1.2160
2017-10-20",17.20%,2.81%,--,--,Not provided
1644,明曦鄞州量化6号,明曦资本,股票策略,"1.0440
2017-10-27",2.80%,2.80%,--,--,Not provided
1645,汇金方格优选四号混合型,汇金方格,股票策略,"1.0580
2017-10-23",16.15%,2.79%,--,--,Not provided
1646,长安信托-吾股丰登1号,上海红林投资,股票策略,"0.7520
2017-10-20",75.51%,2.78%,--,--,1out of 5
1647,泽源1号,福建泽源资产,股票策略,"1.2220
2017-10-20",22.00%,2.78%,--,--,5out of 5
1648,拾贝投资1号,海宁拾贝投资,股票策略,"2.2240
2017-10-20",114.50%,2.78%,--,--,5out of 5
1649,名禹6期,名禹资产,股票策略,"1.1000
2017-10-20",11.81%,2.78%,--,--,4out of 5
1650,智诚19期,智诚海威,股票策略,"1.0370
2017-09-29",3.70%,2.78%,--,--,5out of 5
1651,银杏资管度本一号,银杏资管,股票策略,"1.0899
2017-10-27",3.82%,2.77%,--,--,Not provided
1652,丰大2号,丰大资产,股票策略,"0.7647
2017-10-20",-22.76%,2.77%,--,--,3out of 5
1653,润在国润一号,润在投资,股票策略,"1.0564
2017-10-20",-0.05%,2.77%,--,--,Not provided
1654,中欧瑞博12期,中欧瑞博,股票策略,"1.1030
2017-10-27",5.56%,2.76%,--,--,4out of 5
1655,悟空对冲量化五期,悟空投资,股票策略,"1.2840
2017-10-20",26.40%,2.76%,--,--,5out of 5
1656,泽源5号,福建泽源资产,股票策略,"1.1790
2017-10-20",17.90%,2.76%,--,--,4out of 5
1657,理富灵活配置1号,理富资产,股票策略,"1.0440
2017-09-29",12.18%,2.76%,--,--,3out of 5
1658,汇富量化一号,上海汇富,股票策略,"0.7150
2017-10-20",-29.10%,2.75%,--,--,1out of 5
1659,祎童源旭日东升1期,祎童源资产,股票策略,"1.0400
2017-10-20",4.50%,2.75%,--,--,Not provided
1660,金奶酪稳健1号,奶酪基金,股票策略,"1.1290
2017-10-20",8.50%,2.75%,--,--,Not provided
1661,山东信托-天乙2期,天乙合资本,股票策略,"0.6943
2017-10-20",-32.60%,2.74%,--,--,2out of 5
1662,玉麟2号,大明投资,股票策略,"1.0420
2017-10-20",27.90%,2.74%,--,--,5out of 5
1663,德汇尊享二号,广东德汇投资,股票策略,"1.1490
2017-10-20",16.30%,2.74%,--,--,Not provided
1664,中信信托-和赢核心1期,和赢资产,股票策略,"1.1562
2017-10-20",17.08%,2.74%,--,--,4out of 5
1665,金蟾蜍三号,金蟾蜍投资,股票策略,"1.0793
2017-10-20",6.29%,2.74%,--,--,Not provided
1666,甄盛壹号,甄盛资产,股票策略,"1.1280
2017-10-13",9.00%,2.73%,--,--,3out of 5
1667,悟空对冲量化四期,悟空投资,股票策略,"1.2330
2017-10-20",20.40%,2.73%,--,--,5out of 5
1668,外贸信托-汇利优选6期(富锦12),汇利资产,股票策略,"1.2523
2017-10-20",26.48%,2.73%,--,--,3out of 5
1669,琳琅智晶2号,琳琅投资,股票策略,"0.9626
2017-10-20",-5.42%,2.73%,--,--,2out of 5
1670,相聚顺为3期,相聚资本,股票策略,"1.1571
2017-10-20",13.50%,2.72%,--,--,Not provided
1671,鼎重投资量化稳健增长1号,鼎重投资,股票策略,"1.2580
2017-10-26",24.50%,2.72%,--,--,Not provided
1672,式勤鄞州量化1号,式勤投资,股票策略,"1.0430
2017-10-20",2.10%,2.72%,--,--,Not provided
1673,晟盟微石2号,晟盟资产,股票策略,"1.1440
2017-10-20",9.80%,2.71%,--,--,Not provided
1674,汇富进取二号,上海汇富,股票策略,"0.6420
2017-10-20",-35.60%,2.71%,--,--,2out of 5
1675,永发投资稳健进取2期,永发投资,股票策略,"1.0470
2017-10-19",16.81%,2.71%,--,--,5out of 5
1676,山东信托-九沐资本1号,九沐资本,股票策略,"1.1522
2017-10-20",16.27%,2.70%,--,--,Not provided
1677,新疆丰大一号,新疆丰大资产,股票策略,"0.8950
2017-10-25",-8.80%,2.70%,--,--,2out of 5
1678,百贝一号,御均投资,股票策略,"1.0270
2017-09-14",2.70%,2.70%,--,--,Not provided
1679,万霁九号,万霁资产,股票策略,"1.0750
2017-10-20",2.80%,2.70%,--,--,Not provided
1680,易赞荣誉1号,广东易赞投资,股票策略,"1.1200
2017-10-27",7.78%,2.70%,--,--,Not provided
1681,云南信托-聚宝20号,厚生资产,股票策略,"0.9656
2017-10-20",-0.92%,2.70%,--,--,Not provided
1682,来兴成长,来兴元品,股票策略,"0.7600
2017-10-20",-23.80%,2.70%,--,--,Not provided
